"","sample","phase","tab","rep","nominal_time","dw_g","time_h","Cd111_ppb","Cd114_ppb","Cu63_ppb","Cu65_ppb","Ni60_ppb","Ni62_ppb","clear"
"141","ref_4d_3_2","ref","2",3,"24h",0.0829,NA,0.556724075694224,4.29357287802086,5.13887199912971,17.8913092756475,3.33009643007157,10.5694692675173,0
"142","ref_4d_3_3","ref","2",3,"24h",0.0451,NA,0.658574026030852,9.35410407280617,8.14201413765754,43.9345200083364,2.46068259345035,27.5299267158982,0
"143","Bioa_labeling_4d_1_1","Bioa","2",1,"24h",0.0765,24.1833333333333,0.385857804511792,3.19658939744495,7.28668287833516,24.1432913313551,2.66625605291292,13.0216340737556,0
"144","Bioa_labeling_4d_1_2","Bioa","2",1,"24h",0.0759,24.1833333333333,0.602382534309034,6.87880420842085,7.76537846671819,43.0021025157456,3.44357519045999,22.1994037544707,0
"145","Bioa_labeling_4d_1_3","Bioa","2",1,"24h",0.1342,24.1833333333333,0.686677165141155,6.60020869844756,4.84800127996889,13.2929798565008,3.32845952226429,15.4058094638743,0
"146","Bioa_labeling_4d_1_4","Bioa","2",1,"24h",0.0791,24.1833333333333,0.675600692860691,9.78041599699503,10.4561841353299,58.2766086873434,6.35894568577274,40.1677722176629,0
"147","Bioa_labeling_4d_2_1","Bioa","2",2,"24h",0.1228,24.1833333333333,0.648370731835879,5.39694466022036,7.03608199158117,25.7804464726224,4.10723891924778,17.2264119908175,0
"148","Bioa_labeling_4d_2_2","Bioa","2",2,"24h",0.0814,24.1833333333333,0.881509747859302,8.62218345530681,8.75341869728334,46.5501391423556,4.22525703595904,23.3795974898133,0
"149","Bioa_labeling_4d_2_3","Bioa","2",2,"24h",0.0522,24.1833333333333,0.663539749932077,8.1115719508895,7.78608262339647,39.3991992295228,5.00295499327435,29.8364483279065,0
"150","Bioa_labeling_4d_2_4","Bioa","2",2,"24h",0.0633,24.1833333333333,0.731460637359191,6.03375696888023,6.81725136074459,24.3869463136977,4.65538136736998,18.8049078120868,0
"151","Bioa_labeling_4d_3_1","Bioa","2",3,"24h",0.0736,24.35,0.874551551458074,6.8772388721967,34.330219076419,55.2695422868235,3.73531801740632,18.3589793165927,0
"152","Bioa_labeling_4d_3_2","Bioa","2",3,"24h",0.0808,24.35,0.888489686873105,6.5355338837577,5.48346411477485,17.1115460231838,4.72395393750246,14.4760844561206,0
"153","Bioa_labeling_4d_3_3","Bioa","2",3,"24h",0.0705,24.35,0.584869832892391,7.40934484392502,7.15091305259693,36.2413064834568,4.01509637196067,24.7731560050782,0
"154","Bioa_labeling_4d_3_4","Bioa","2",3,"24h",0.1363,24.35,0.792521983746503,7.65094936249402,6.96573593868717,26.2107805870576,3.41361171011004,23.8215816812166,0
"155","Bioa_labeling_4d_4_1","Bioa","2",4,"24h",0.0461,24.4666666666667,1.15601306290216,7.82154145466259,7.30507278164935,26.2710191089289,2.84780128924453,15.2869874630172,0
"156","Bioa_labeling_4d_4_2","Bioa","2",4,"24h",0.067,24.4666666666667,0.774182317467114,6.04384146446238,9.33455496479083,47.1599307421348,4.02254461286045,17.5764616784412,0
"157","Bioa_labeling_4d_4_3","Bioa","2",4,"24h",0.0605,24.4666666666667,0.475798912650896,4.06357095686933,5.76072897468255,20.2958266934164,4.8353180499217,13.5079502056517,0
"158","Bioa_labeling_4d_4_4","Bioa","2",4,"24h",0.0961,24.4666666666667,0.689345109338895,3.48882497074947,5.19357423095795,13.1387721608629,4.05938228536964,12.4754005756967,0
"159","TD_labeling_4d_1_1","TD","2",1,"24h",0.109,24.1,0.576332117300818,3.79166105641527,6.98049254825606,23.1900806164006,4.04759130119102,8.2477992388155,0
"160","TD_labeling_4d_1_2","TD","2",1,"24h",0.1151,24.1,0.660327067313423,4.03063964306402,5.48311891945547,13.2732119980679,5.87989131115043,12.2764849298559,0
"161","TD_labeling_4d_1_3","TD","2",1,"24h",0.1085,24.1,0.938309960502893,6.34269220719145,5.14248834739645,15.4309904529394,17.2840519555187,27.7058469724604,0
"162","TD_labeling_4d_2_1","TD","2",2,"24h",0.0786,24.1,0.681314185962956,6.8477533629942,6.83240332057099,26.1397626421482,13.8897701002332,33.0178772484701,0
"163","TD_labeling_4d_2_2","TD","2",2,"24h",0.0504,24.1,0.842628345972997,8.7799189804899,7.61688034479219,35.7204174258679,8.01023998679365,28.9775175357226,0
"164","TD_labeling_4d_2_3","TD","2",2,"24h",0.1032,24.1,0.756990408718012,6.01516023439966,7.36225682975687,26.9767022415965,12.4783677159025,28.9856153908644,0
"165","TD_labeling_4d_3_1","TD","2",3,"24h",0.0685,24.1,1.2749319433653,4.84757250250193,7.67742300848005,23.2871721203344,4.39755621930126,10.2514708180867,0
"166","TD_labeling_4d_3_2","TD","2",3,"24h",0.1181,24.1,0.847664072753601,5.39066559030427,5.66861926369092,20.870946360655,3.57612624916625,13.8231948816077,0
"167","TD_labeling_4d_3_3","TD","2",3,"24h",0.1076,24.1,0.634373618518352,4.2888366530378,5.39948113472271,17.3393367914313,4.3935434255691,13.5103398945875,0
"168","TD_labeling_4d_4_1","TD","2",4,"24h",0.1083,24.1166666666667,0.522465028279221,2.84072885728985,5.55847235309424,12.606899317037,4.8821845865028,10.8691428169417,0
"169","TD_labeling_4d_4_2","TD","2",4,"24h",0.0854,24.1166666666667,0.730137074202207,7.0144732012854,5.65845702088611,19.6729307061456,7.31188522781992,22.3900646754384,0
"170","TD_labeling_4d_4_3","TD","2",4,"24h",0.0618,24.1166666666667,0.808274623095767,8.46003709936751,10.5077965805216,56.361335003389,3.48737544620427,27.3653958993179,0
"171","ref_6d_1_1","ref","2",1,"72h",0.0739,NA,0.751225680338208,6.01910784888366,8.32970783699754,41.0936677488528,1.63685564485185,13.3033674297852,0
"172","ref_6d_1_2","ref","2",1,"72h",0.1169,NA,0.561670798078798,4.35925791373876,4.14675844373031,12.2388535962578,3.2357185263305,11.7113839377031,0
"173","ref_6d_1_3","ref","2",1,"72h",0.0582,NA,0.775300594758515,8.95555453880946,4.6573998675581,13.9486661137224,1.06610674374537,21.7380876866688,0
"174","ref_6d_2_1","ref","2",2,"72h",0.0569,NA,0.743432383161735,5.63785137340997,4.56862730603252,14.2118531351543,1.87528980698101,15.0150339603105,0
"175","ref_6d_2_2","ref","2",2,"72h",0.057,NA,0.683515728162364,7.77920873343736,7.5156316429559,27.7389692317498,2.2607378433624,19.7663340464483,0
"176","ref_6d_2_3","ref","2",2,"72h",0.0428,NA,0.646171055678864,6.89026153352459,5.04825001313815,16.2635114947142,1.34900656026333,15.0563252663122,0
"177","ref_6d_3_1","ref","2",3,"72h",0.1409,NA,0.464207691118654,2.889511359234,6.12888489258447,19.205601025522,2.27330600479747,6.85355919291897,0
"178","ref_6d_3_2","ref","2",3,"72h",0.0905,NA,0.473496527038469,4.78385485695229,6.7092294396544,28.2589298451605,3.02790722720483,16.9596910326301,0
"179","ref_6d_3_3","ref","2",3,"72h",0.0433,NA,0.526728616380103,5.46349139555112,6.18986021508466,23.0175752419436,1.9460040068116,13.7485421207675,0
"180","TD_labeling_6d_1_1","TD","2",1,"72h",0.0733,71.8333333333333,0.595865805668649,6.83697497124924,5.21658600651665,16.047168225513,14.7115144717697,26.394325934173,0
"181","TD_labeling_6d_1_2","TD","2",1,"72h",0.0525,71.8333333333333,0.658053782227255,9.01681228368067,6.73960204990891,25.4414030837992,16.421692171839,31.7367483230918,0
"182","TD_labeling_6d_1_3","TD","2",1,"72h",0.0947,71.8333333333333,0.75556561173094,5.340583060342,5.60070409636802,14.8351965447676,17.5415869111639,23.3960303324269,0
"183","TD_labeling_6d_1_4","TD","2",1,"72h",0.0794,71.8333333333333,0.729264992860002,5.05661294676933,7.97310987647464,24.2653472770317,15.4856473922332,20.2811843747393,0
"184","TD_labeling_6d_2_1","TD","2",2,"72h",0.1086,72.0833333333333,0.469136689514596,5.74329787802151,6.78767784010826,33.6719569962234,13.5976313430879,36.1920003066045,0
"185","TD_labeling_6d_2_2","TD","2",2,"72h",0.075,72.0833333333333,0.733998002670716,5.03674748565359,4.76501896872951,11.1307471357745,21.8628253254747,27.5642499880265,0
"186","TD_labeling_6d_2_3","TD","2",2,"72h",0.056,72.0833333333333,0.413554549688856,5.09284604299576,6.3132683025128,23.5169007361753,16.0161720097197,30.0910986290701,0
"187","TD_labeling_6d_3_1","TD","2",3,"72h",0.0731,71.8833333333333,0.675835481774253,6.22175602600615,6.37404328398083,18.6351207069928,17.305403401628,29.5070667558182,0
"188","TD_labeling_6d_3_2","TD","2",3,"72h",0.0721,71.8833333333333,0.623017263290177,6.62358670216211,6.08778804618776,22.8891664564063,15.2798941043934,29.4191746926426,0
"189","TD_labeling_6d_3_3","TD","2",3,"72h",0.0483,71.8833333333333,0.751545452299674,7.91359446708995,9.00689963057146,47.5095421659633,17.8351934912451,40.5625400562039,0
"190","TD_labeling_6d_3_4","TD","2",3,"72h",0.1011,71.8833333333333,0.838391238310017,7.26057238732483,5.70107499512169,19.5648466044295,14.4438323254561,23.7112348998787,0
"191","TD_labeling_6d_4_1","TD","2",4,"72h",0.1042,71.7166666666667,0.573333967224697,4.56620846732702,4.98359090222151,12.6610086518972,10.9396235608325,16.9080220882,0
"192","TD_labeling_6d_4_2","TD","2",4,"72h",0.0847,71.7166666666667,0.666009238872531,6.28522317434291,6.47611476343617,28.099737416455,10.3624593982959,23.4251211131991,0
"193","TD_labeling_6d_4_3","TD","2",4,"72h",0.0856,71.7166666666667,0.748927263763682,7.82782209086449,6.06532412052983,19.5755027836873,33.318623432386,51.5025818467634,0
"194","TD_labeling_6d_4_4","TD","2",4,"72h",0.0757,71.7166666666667,0.778667986658384,8.4553600653574,6.04601451891788,27.3540597752873,11.9573401764125,28.4319791074602,0
"195","pre_labeling_(3)_14d_1","pre_labeling","3",1,"14",0.0701,NA,0.669461669747104,7.07302532494448,6.48306689824936,22.3646260976893,2.05130221330371,12.8987661055418,0
"196","pre_labeling_(3)_14d_2","pre_labeling","3",2,"14",0.1007,NA,0.676939337987635,4.83753502443132,6.32353005464469,25.8658148190062,2.34674395369397,9.55194169166653,0
"197","pre_labeling_(3)_14d_3","pre_labeling","3",3,"14",0.0898,NA,1.03695058162742,6.6319018123742,5.49946324028162,14.8401581875351,0.807114623069046,6.57343020241532,0
"198","pre_labeling_(3)_14d_4","pre_labeling","3",4,"14",0.1006,NA,0.578801267138783,5.03615177228065,6.01425807939416,21.7046086445255,3.26776343184878,10.7577938337625,0
"199","pre_labeling_(3)_14d_5","pre_labeling","3",5,"14",0.0514,NA,0.718762168068227,10.4924209983397,7.35192550340806,33.0341769707331,2.2942477290144,25.9076266482881,0
"200","pre_labeling_(3)_14d_6","pre_labeling","3",6,"14",0.0608,NA,0.499853130773074,6.55082447820284,7.58859329186095,34.8665057385199,2.48237427988436,17.4510986053161,0
"201","pre_labeling_(3)_14d_7","pre_labeling","3",7,"14",0.0604,NA,0.606595571868111,6.69725476304132,5.77031441966983,23.8810620715142,1.89487361212347,14.6559037993224,0
"202","pre_labeling_(3)_14d_8","pre_labeling","3",8,"14",0.0895,NA,0.545846030211458,4.47270723300923,6.86177672955463,21.6360510325152,1.77800964295585,11.412744623714,0
"203","pre_labeling_(3)_14d_9","pre_labeling","3",9,"14",0.1223,NA,0.740983465451748,4.95586545631696,6.86119760032971,17.5993734464579,2.45076021671896,8.24243652350777,0
"204","pre_labeling_(3)_14d_10","pre_labeling","3",10,"14",0.0815,NA,0.953135683660517,4.6671637014965,5.9282770287629,16.8420674526511,3.04709995725491,9.87970696415509,0
"205","ref_6.25d_1_1","ref","3",1,"6h",0.0724,NA,0.717398824490351,5.15799552501622,3.72571914721823,10.2440269730026,2.33436322559675,5.89363346380044,0
"206","ref_6.25d_1_2","ref","3",1,"6h",0.0921,NA,0.852196674824804,8.11021132714628,4.64101636659162,14.7804628342787,2.39768948443465,13.1038122138099,0
"207","ref_6.25d_1_3","ref","3",1,"6h",0.0976,NA,0.699093554112623,4.89449080329675,4.95908313956387,12.0451760095318,2.14604695937104,8.14316567068354,0
"208","ref_6.25d_2_1","ref","3",2,"6h",0.0761,NA,0.647111543607586,6.74477252888759,7.21093770633049,35.5282888181847,2.06626466744603,16.0410029931488,0
"209","ref_6.25d_2_2","ref","3",2,"6h",0.0472,NA,0.718931548659207,10.3046051218123,9.79652650416203,44.0255697380805,2.34788568347232,26.4529063326719,0
"210","ref_6.25d_2_3","ref","3",2,"6h",0.0937,NA,0.672302545158629,6.20651175332327,5.91229571080494,17.7066314330472,2.62384326052594,16.4667153749975,0
"211","ref_6.25d_3_1","ref","3",3,"6h",0.0624,NA,0.605905660279072,4.96003972098521,5.65050370121498,19.3299932563801,2.35703463780669,12.4850387441294,0
"212","ref_6.25d_3_2","ref","3",3,"6h",0.0809,NA,0.745487369871798,6.32237821569677,7.12604829624322,28.5658703242186,1.18546445922101,9.60249410927035,0
"213","ref_6.25d_3_3","ref","3",3,"6h",0.1273,NA,0.681556711318702,5.03259539144352,5.89639289979013,15.4876440837918,2.82342650859283,9.02969917953417,0
"214","TD_labeling_6.25d_1_1","TD","3",1,"6h",0.0873,6,0.664244693870431,6.36389419756019,6.50946259487223,20.5335043900106,2.22903535817715,11.7557184060568,0
"215","TD_labeling_6.25d_1_2","TD","3",1,"6h",0.1011,6,0.751384524060737,4.86649523759889,6.73823685676613,23.1237588352589,5.04657301835138,13.9048993376105,0
"216","TD_labeling_6.25d_1_3","TD","3",1,"6h",0.1247,6,0.678709810645556,5.96081762540042,6.16564277026322,19.4098199268024,4.47418462496353,13.7641547410491,0
"217","TD_labeling_6.25d_2_1","TD","3",2,"6h",0.048,6,0.734150752345333,11.4043968624852,15.5085555133095,95.9504968434573,4.07179280331195,35.9469993112033,0
"218","TD_labeling_6.25d_2_2","TD","3",2,"6h",0.0696,6,0.821971671314299,3.96602023388742,6.20381062315352,18.5411356243509,2.68886690203454,10.9712105172086,0
"219","TD_labeling_6.25d_2_3","TD","3",2,"6h",0.104,6,1.00572429718908,7.39359261856889,6.04805938928917,22.7295356851095,4.33423751580357,14.1142850357883,0
"220","TD_labeling_6.25d_3_1","TD","3",3,"6h",0.05,6.11666666666667,1.07524655803811,9.98570800793946,11.2664634720704,48.7888929133565,4.27646339467568,18.7500358402011,0
"221","TD_labeling_6.25d_3_2","TD","3",3,"6h",0.1075,6.11666666666667,0.689180250468799,4.7658113503819,6.1645738118236,21.0655002136547,2.86539917392194,12.0703177029801,0
"222","TD_labeling_6.25d_3_3","TD","3",3,"6h",0.0753,6.11666666666667,0.773443410528922,7.67848101330524,6.42402867271093,25.1415132835001,1.79131519280487,17.2368065685125,0
"223","TD_labeling_6.25d_4_1","TD","3",4,"6h",0.0694,6.11666666666667,0.772515810624724,8.50345840837634,7.97851736819887,37.7810053094047,3.99519229123679,23.9302558222139,0
"224","TD_labeling_6.25d_4_2","TD","3",4,"6h",0.065,6.11666666666667,0.539818553235692,7.14195562166833,7.91861404974961,35.1673011655972,6.63999793087414,23.2692129525228,0
"225","TD_labeling_6.25d_4_3","TD","3",4,"6h",0.0573,6.11666666666667,0.789929684882703,7.21140987094612,5.52388407764806,20.4157546690122,4.78775947742475,20.5024125111543,0
"226","ref_7d_1_1","ref","3",1,"24h",0.0666,NA,1.20810640242158,8.92737189761686,7.28113203178816,32.8340493587773,4.58210021436649,15.244989629989,0
"227","ref_7d_1_2","ref","3",1,"24h",0.0727,NA,0.582324260187854,7.57544394655987,6.184318745874,21.0479760642021,2.83858583401208,18.3196255734925,0
"228","ref_7d_1_3","ref","3",1,"24h",0.0707,NA,0.450939412112191,5.00869341759289,4.22090651834829,14.6311515346654,2.31179872631599,14.6580552499291,0
"229","ref_7d_2_1","ref","3",2,"24h",0.1253,NA,0.460726146962749,3.89137540028986,7.98335469043537,24.4670672456072,2.39937788233002,7.85686948034666,0
"230","ref_7d_2_2","ref","3",2,"24h",0.0635,NA,0.592615318273799,5.94552879291011,7.08481413463599,29.2102983874099,3.18843846162563,22.5407135892926,0
"231","ref_7d_2_3","ref","3",2,"24h",0.0701,NA,0.585008339969023,5.74012718940914,5.72874120711258,21.1215535648164,2.64264616926137,12.1103327107403,0
"232","ref_7d_3_1","ref","3",3,"24h",0.1111,NA,0.614976015558181,5.98564866895335,7.7910967555882,34.2836506602317,2.00504526562253,17.959772522917,0
"233","ref_7d_3_2","ref","3",3,"24h",0.0852,NA,0.47700032521973,4.46932672601337,4.74678781940969,13.8508498268507,2.35701687923155,10.7620852011635,0
"234","ref_7d_3_3","ref","3",3,"24h",0.0539,NA,0.707964910180755,9.42698669236102,8.81163809936321,44.3781490105991,2.93882056017505,17.6447608397726,0
"235","Bioa_labeling_7d_1_1","Bioa","3",1,"24h",0.1033,23.8666666666667,0.559121293324419,4.21228583265481,5.27957996000759,14.3048170649095,3.34027752278412,7.69597192306438,0
"236","Bioa_labeling_7d_1_2","Bioa","3",1,"24h",0.1177,23.8666666666667,0.782975337585196,9.92550436668118,6.39295297579378,24.3554761434541,3.72596484064375,18.9032364540261,0
"237","Bioa_labeling_7d_1_3","Bioa","3",1,"24h",0.1034,23.8666666666667,0.495202003181988,4.44039387359344,5.1895044285289,13.0358783120783,4.5165821372372,13.153172575438,0
"238","Bioa_labeling_7d_1_4","Bioa","3",1,"24h",0.0906,23.8666666666667,0.728600145980814,5.42860828019324,5.33148859471777,16.7357783229348,2.9926969897291,8.77901516100041,0
"239","Bioa_labeling_7d_2_1","Bioa","3",2,"24h",0.0813,23.9166666666667,0.812818921996434,8.18646619757099,6.57316527158105,22.8443630287019,2.20340835796393,15.4353776479522,0
"240","Bioa_labeling_7d_2_2","Bioa","3",2,"24h",0.0941,23.9166666666667,0.743713013649925,7.74477101616456,8.08658038088059,31.7534288245262,2.25278682589445,15.6459010050589,0
"241","Bioa_labeling_7d_2_3","Bioa","3",2,"24h",0.0687,23.9166666666667,0.726226576595792,5.65001500969036,14.506425975374,33.1234542901582,2.72380253425,10.2170899236904,0
"242","Bioa_labeling_7d_2_4","Bioa","3",2,"24h",0.1042,23.9166666666667,0.62467272752094,5.49952921559275,5.6500065969104,18.8738452057053,2.42155459185059,10.1314950344076,0
"243","Bioa_labeling_7d_3_1","Bioa","3",3,"24h",0.0834,23.95,0.740367255313539,5.14041200617205,5.0131733484386,12.7736798360784,2.4302903613328,6.64527957846177,0
"244","Bioa_labeling_7d_3_2","Bioa","3",3,"24h",0.0788,23.95,0.667849249806766,6.20050724469836,5.8571421845998,20.1646612770416,3.06180937955541,17.3525304511385,0
"245","Bioa_labeling_7d_3_3","Bioa","3",3,"24h",0.0894,23.95,0.867378356692864,6.33888349169518,6.15732840770073,17.0276253641455,3.75185920446529,11.0268829539245,0
"246","Bioa_labeling_7d_3_4","Bioa","3",3,"24h",0.089,23.95,0.531619955427513,5.04451894492983,6.91231959181713,30.1942016147564,3.16324874438776,13.6834410785899,0
"247","Bioa_labeling_7d_4_1","Bioa","3",4,"24h",0.0981,23.9833333333333,0.845115957846677,6.43275418928515,4.53436082870087,12.9692835339209,2.7980492507764,11.1885889850562,0
"248","Bioa_labeling_7d_4_2","Bioa","3",4,"24h",0.0582,23.9833333333333,0.537224325657128,5.35029895017664,6.54821447298034,25.8913350602594,3.45854505041228,15.643748018568,0
"249","Bioa_labeling_7d_4_3","Bioa","3",4,"24h",0.0552,23.9833333333333,0.929969890285983,9.48828489487699,7.73359406134916,31.9344612065059,4.59384165116924,18.2965716131209,0
"250","Bioa_labeling_7d_4_4","Bioa","3",4,"24h",0.0822,23.9833333333333,0.405550827855439,5.11893781007689,5.46796411287218,14.4817029232205,3.49300653494849,13.0514131244224,0
"251","TD_labeling_7d_1_1","TD","3",1,"24h",0.1199,23.95,0.966011424185272,6.87029121412566,8.28686100261455,35.0317111641573,4.17432582418904,13.1011918627698,0
"252","TD_labeling_7d_1_2","TD","3",1,"24h",0.0897,23.95,0.564491469138308,6.14305977725424,9.5106728714402,24.4288712801837,4.15763453039047,15.1160886125681,0
"253","TD_labeling_7d_1_3","TD","3",1,"24h",0.0644,23.95,0.647691494908015,5.17549272704681,6.18962320178981,18.7473037900661,7.898084734688,15.1231852731119,0
"254","TD_labeling_7d_2_1","TD","3",2,"24h",0.093,23.95,0.634971638023092,7.06428720629963,7.1313782867381,31.3391015578396,9.50083972300336,27.1628128523336,0
"255","TD_labeling_7d_2_2","TD","3",2,"24h",0.0617,23.95,0.917252085057914,10.6138942473702,8.11250749196193,41.8932971204003,5.37002871812445,27.6692093197255,0
"256","TD_labeling_7d_2_3","TD","3",2,"24h",0.081,23.95,0.759524199788421,7.79477641814368,8.00088575991435,37.4383005529756,8.58800694070471,24.9750871301291,0
"257","TD_labeling_7d_3_1","TD","3",3,"24h",0.0944,23.9833333333333,0.662389716058698,4.67322822533356,6.45010092065549,17.1387185442124,5.4861503280162,10.9330338139195,0
"258","TD_labeling_7d_3_2","TD","3",3,"24h",0.0998,23.9833333333333,0.583928074342281,5.01472327476402,8.01896929859992,26.7771603481364,8.82441478081872,19.0976858075534,0
"259","TD_labeling_7d_3_3","TD","3",3,"24h",0.0663,23.9833333333333,0.73578427007109,8.76775691413893,6.7011080450937,23.8674606843977,5.7553843735611,23.9361916438844,0
"260","TD_labeling_7d_4_1","TD","3",4,"24h",0.0747,23.9833333333333,0.660095807893719,8.53385948897165,6.79702244439681,28.009336058621,9.71057598971078,27.7015145861986,0
"261","TD_labeling_7d_4_2","TD","3",4,"24h",0.1137,23.9833333333333,0.642383964256419,3.91068789091327,4.32066225863683,9.86612310326828,4.19214129412931,9.02652161577243,0
"262","TD_labeling_7d_4_3","TD","3",4,"24h",0.1137,23.9833333333333,0.912081276159401,7.57594811351517,5.9550378058712,21.0520734081557,6.63972437844616,19.8624797070236,0
"263","ref_9d_1_1","ref","3",1,"72h",0.0647,NA,0.853606294282327,9.74362960529721,4.97139463808119,16.7771947972006,1.64743000564247,18.8554037450252,0
"264","ref_9d_1_2","ref","3",1,"72h",0.0718,NA,0.800782832341727,6.73839506352949,5.18866918931427,11.0768581122447,1.98161220370259,9.68108774314901,0
"265","ref_9d_1_3","ref","3",1,"72h",0.0586,NA,0.66374329044095,4.56502106955865,5.31175495985882,15.908257104963,2.15887938799936,9.56075602448923,0
"266","ref_9d_2_1","ref","3",2,"72h",0.1606,NA,0.52778222895874,3.06985315996365,4.57950814321962,10.3332397329461,3.1944574196219,6.35423234349625,0
"267","ref_9d_2_2","ref","3",2,"72h",0.058,NA,0.51951246158889,6.1850755493307,5.58234542352331,21.9983614377324,2.52345021247886,23.523364795763,0
"268","ref_9d_3_1","ref","3",3,"72h",0.0453,NA,0.818004240119516,9.87911030522532,6.11686109383807,21.6875859038271,2.8070036720795,22.8638284407844,0
"269","ref_9d_3_2","ref","3",3,"72h",0.1113,NA,0.581649734124875,4.13042810261092,6.68139377652773,15.4325611956074,2.52878436162436,7.88839237573526,0
"270","ref_9d_3_3","ref","3",3,"72h",0.1021,NA,0.989350711781629,5.89968732301809,4.95149197071853,13.762186412515,2.16375052147616,10.2292295514134,0
"271","TD_labeling_9d_1_1","TD","3",1,"72h",0.0958,71.1333333333333,0.734896659197542,10.087174422132,11.3855280841181,56.7514012401841,20.8650930743788,45.0943618559906,0
"272","TD_labeling_9d_1_2","TD","3",1,"72h",0.1064,71.1333333333333,0.520587126076514,5.52379931580286,6.14536887884536,17.4135666539309,15.6603345447892,26.3175773972575,0
"273","TD_labeling_9d_1_3","TD","3",1,"72h",0.0735,71.1333333333333,0.709714995071682,6.65512012879195,6.17708741253316,16.0438209560058,14.6969295185795,25.9685493330057,0
"274","TD_labeling_9d_1_4","TD","3",1,"72h",0.0806,71.1333333333333,0.763516710570283,8.38920483979403,5.62992806652093,16.8458756536751,16.7375582533714,27.5190857788684,0
"275","TD_labeling_9d_2_1","TD","3",2,"72h",0.072,71.2333333333333,0.655544345226933,5.05401881756867,7.22721726244053,26.2875046057175,9.58475828737071,15.3923523873859,0
"276","TD_labeling_9d_2_2","TD","3",2,"72h",0.0817,71.2333333333333,0.715012815389505,7.40684433760756,4.5886048332547,12.866239057841,23.3889811309267,35.4046527150324,0
"277","TD_labeling_9d_2_3","TD","3",2,"72h",0.0734,71.2333333333333,0.612026753256933,6.20374511620708,6.36254499862055,17.3134167632907,14.9346099318456,25.6918170766474,0
"278","TD_labeling_9d_2_4","TD","3",2,"72h",0.0504,71.2333333333333,0.593342097375648,6.22650998437274,6.38188355958273,24.0673707534587,16.1709928793079,24.6000143129874,0
"279","TD_labeling_9d_3_1","TD","3",3,"72h",0.0771,71.45,0.641689633155549,6.57759944367705,4.58687748173008,15.065813269557,9.34107686209598,22.1749121540241,0
